year,country,item,unit,value,source_file,sheet
1863,Canada,Butter,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1864,Canada,Butter,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1865,Canada,Butter,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1866,Canada,Butter,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1867,Canada,Butter,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1868,Canada,Butter,1000 MT,4.8,Exports_1.xlsx,page_2568_table_1
1869,Canada,Butter,1000 MT,4.9,Exports_1.xlsx,page_2568_table_1
1870,Canada,Butter,1000 MT,5.6,Exports_1.xlsx,page_2568_table_1
1871,Canada,Butter,1000 MT,7,Exports_1.xlsx,page_2568_table_1
1872,Canada,Butter,1000 MT,8.6,Exports_1.xlsx,page_2568_table_1
1873,Canada,Butter,1000 MT,6.9,Exports_1.xlsx,page_2568_table_1
1874,Canada,Butter,1000 MT,5.5,Exports_1.xlsx,page_2568_table_1
1875,Canada,Butter,1000 MT,4.2,Exports_1.xlsx,page_2568_table_1
1876,Canada,Butter,1000 MT,5.6,Exports_1.xlsx,page_2568_table_1
1877,Canada,Butter,1000 MT,6.7,Exports_1.xlsx,page_2568_table_1
1878,Canada,Butter,1000 MT,5.9,Exports_1.xlsx,page_2568_table_1
1879,Canada,Butter,1000 MT,6.5,Exports_1.xlsx,page_2568_table_1
1880,Canada,Butter,1000 MT,8.4,Exports_1.xlsx,page_2568_table_1
1881,Canada,Butter,1000 MT,8,Exports_1.xlsx,page_2568_table_1
1882,Canada,Butter,1000 MT,6.9,Exports_1.xlsx,page_2568_table_1
1883,Canada,Butter,1000 MT,3.7,Exports_1.xlsx,page_2568_table_1
1884,Canada,Butter,1000 MT,3.7,Exports_1.xlsx,page_2568_table_1
1885,Canada,Butter,1000 MT,3.3,Exports_1.xlsx,page_2568_table_1
1886,Canada,Butter,1000 MT,2.1,Exports_1.xlsx,page_2568_table_1
1887,Canada,Butter,1000 MT,2.5,Exports_1.xlsx,page_2568_table_1
1888,Canada,Butter,1000 MT,2,Exports_1.xlsx,page_2568_table_1
1889,Canada,Butter,1000 MT,0.8,Exports_1.xlsx,page_2568_table_1
1890,Canada,Butter,1000 MT,0.9,Exports_1.xlsx,page_2568_table_1
1891,Canada,Butter,1000 MT,1.7,Exports_1.xlsx,page_2568_table_1
1892,Canada,Butter,1000 MT,2.6,Exports_1.xlsx,page_2568_table_1
1893,Canada,Butter,1000 MT,3.2,Exports_1.xlsx,page_2568_table_1
1894,Canada,Butter,1000 MT,2.5,Exports_1.xlsx,page_2568_table_1
1895,Canada,Butter,1000 MT,1.7,Exports_1.xlsx,page_2568_table_1
1896,Canada,Butter,1000 MT,2.7,Exports_1.xlsx,page_2568_table_1
1897,Canada,Butter,1000 MT,5.2,Exports_1.xlsx,page_2568_table_1
1898,Canada,Butter,1000 MT,5.1,Exports_1.xlsx,page_2568_table_1
1899,Canada,Butter,1000 MT,9.1,Exports_1.xlsx,page_2568_table_1
1900,Canada,Butter,1000 MT,11,Exports_1.xlsx,page_2568_table_1
1901,Canada,Butter,1000 MT,7.4,Exports_1.xlsx,page_2568_table_1
1902,Canada,Butter,1000 MT,13,Exports_1.xlsx,page_2568_table_1
1903,Canada,Butter,1000 MT,15,Exports_1.xlsx,page_2568_table_1
1904,Canada,Butter,1000 MT,11,Exports_1.xlsx,page_2568_table_1
1905,Canada,Butter,1000 MT,14,Exports_1.xlsx,page_2568_table_1
1906,Canada,Butter,1000 MT,15,Exports_1.xlsx,page_2568_table_1
1907,Canada,Butter,1000 MT,8.2,Exports_1.xlsx,page_2568_table_1
1908,Canada,Butter,1000 MT,2.2,Exports_1.xlsx,page_2568_table_1
1909,Canada,Butter,1000 MT,2.9,Exports_1.xlsx,page_2568_table_1
1910,Canada,Butter,1000 MT,2.1,Exports_1.xlsx,page_2568_table_1
1911,Canada,Butter,1000 MT,1.4,Exports_1.xlsx,page_2568_table_1
1912,Canada,Butter,1000 MT,4,Exports_1.xlsx,page_2568_table_1
1913,Canada,Butter,1000 MT,0.4,Exports_1.xlsx,page_2568_table_1
1851,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1852,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1853,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1854,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1855,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1856,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1857,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1858,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1859,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1860,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1861,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1862,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1863,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1864,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1865,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1866,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1867,Canada,Cheese,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1868,Canada,Cheese,1000 MT,2.8,Exports_1.xlsx,page_2568_table_1
1869,Canada,Cheese,1000 MT,2,Exports_1.xlsx,page_2568_table_1
1870,Canada,Cheese,1000 MT,2.6,Exports_1.xlsx,page_2568_table_1
1871,Canada,Cheese,1000 MT,3.8,Exports_1.xlsx,page_2568_table_1
1872,Canada,Cheese,1000 MT,7.4,Exports_1.xlsx,page_2568_table_1
1873,Canada,Cheese,1000 MT,8.8,Exports_1.xlsx,page_2568_table_1
1874,Canada,Cheese,1000 MT,11,Exports_1.xlsx,page_2568_table_1
1875,Canada,Cheese,1000 MT,15,Exports_1.xlsx,page_2568_table_1
1876,Canada,Cheese,1000 MT,16,Exports_1.xlsx,page_2568_table_1
1877,Canada,Cheese,1000 MT,16,Exports_1.xlsx,page_2568_table_1
1878,Canada,Cheese,1000 MT,17,Exports_1.xlsx,page_2568_table_1
1879,Canada,Cheese,1000 MT,21,Exports_1.xlsx,page_2568_table_1
1880,Canada,Cheese,1000 MT,18,Exports_1.xlsx,page_2568_table_1
1881,Canada,Cheese,1000 MT,18,Exports_1.xlsx,page_2568_table_1
1882,Canada,Cheese,1000 MT,23,Exports_1.xlsx,page_2568_table_1
1883,Canada,Cheese,1000 MT,26,Exports_1.xlsx,page_2568_table_1
1884,Canada,Cheese,1000 MT,32,Exports_1.xlsx,page_2568_table_1
1885,Canada,Cheese,1000 MT,36,Exports_1.xlsx,page_2568_table_1
1886,Canada,Cheese,1000 MT,35,Exports_1.xlsx,page_2568_table_1
1887,Canada,Cheese,1000 MT,33,Exports_1.xlsx,page_2568_table_1
1888,Canada,Cheese,1000 MT,38,Exports_1.xlsx,page_2568_table_1
1889,Canada,Cheese,1000 MT,40,Exports_1.xlsx,page_2568_table_1
1890,Canada,Cheese,1000 MT,43,Exports_1.xlsx,page_2568_table_1
1891,Canada,Cheese,1000 MT,48,Exports_1.xlsx,page_2568_table_1
1892,Canada,Cheese,1000 MT,54,Exports_1.xlsx,page_2568_table_1
1893,Canada,Cheese,1000 MT,61,Exports_1.xlsx,page_2568_table_1
1894,Canada,Cheese,1000 MT,70,Exports_1.xlsx,page_2568_table_1
1895,Canada,Cheese,1000 MT,66,Exports_1.xlsx,page_2568_table_1
1896,Canada,Cheese,1000 MT,75,Exports_1.xlsx,page_2568_table_1
1897,Canada,Cheese,1000 MT,74,Exports_1.xlsx,page_2568_table_1
1898,Canada,Cheese,1000 MT,89,Exports_1.xlsx,page_2568_table_1
1899,Canada,Cheese,1000 MT,86,Exports_1.xlsx,page_2568_table_1
1900,Canada,Cheese,1000 MT,84,Exports_1.xlsx,page_2568_table_1
1901,Canada,Cheese,1000 MT,89,Exports_1.xlsx,page_2568_table_1
1902,Canada,Cheese,1000 MT,91,Exports_1.xlsx,page_2568_table_1
1903,Canada,Cheese,1000 MT,104,Exports_1.xlsx,page_2568_table_1
1904,Canada,Cheese,1000 MT,106,Exports_1.xlsx,page_2568_table_1
1905,Canada,Cheese,1000 MT,98,Exports_1.xlsx,page_2568_table_1
1906,Canada,Cheese,1000 MT,98,Exports_1.xlsx,page_2568_table_1
1907,Canada,Cheese,1000 MT,81,Exports_1.xlsx,page_2568_table_1
1908,Canada,Cheese,1000 MT,86,Exports_1.xlsx,page_2568_table_1
1909,Canada,Cheese,1000 MT,75,Exports_1.xlsx,page_2568_table_1
1910,Canada,Cheese,1000 MT,82,Exports_1.xlsx,page_2568_table_1
1911,Canada,Cheese,1000 MT,83,Exports_1.xlsx,page_2568_table_1
1912,Canada,Cheese,1000 MT,74,Exports_1.xlsx,page_2568_table_1
1913,Canada,Cheese,1000 MT,70,Exports_1.xlsx,page_2568_table_1
1851,USA,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1852,USA,Meat,1000 MT,2.6,Exports_1.xlsx,page_2568_table_1
1853,USA,Meat,1000 MT,8.3,Exports_1.xlsx,page_2568_table_1
1854,USA,Meat,1000 MT,21,Exports_1.xlsx,page_2568_table_1
1855,USA,Meat,1000 MT,17,Exports_1.xlsx,page_2568_table_1
1856,USA,Meat,1000 MT,19,Exports_1.xlsx,page_2568_table_1
1857,USA,Meat,1000 MT,20,Exports_1.xlsx,page_2568_table_1
1858,USA,Meat,1000 MT,9.5,Exports_1.xlsx,page_2568_table_1
1859,USA,Meat,1000 MT,5.4,Exports_1.xlsx,page_2568_table_1
1860,USA,Meat,1000 MT,12,Exports_1.xlsx,page_2568_table_1
1861,USA,Meat,1000 MT,23,Exports_1.xlsx,page_2568_table_1
1862,USA,Meat,1000 MT,64,Exports_1.xlsx,page_2568_table_1
1863,USA,Meat,1000 MT,99,Exports_1.xlsx,page_2568_table_1
1864,USA,Meat,1000 MT,50,Exports_1.xlsx,page_2568_table_1
1865,USA,Meat,1000 MT,21,Exports_1.xlsx,page_2568_table_1
1866,USA,Meat,1000 MT,17,Exports_1.xlsx,page_2568_table_1
1867,USA,Meat,1000 MT,30,Exports_1.xlsx,page_2568_table_1
1868,USA,Meat,1000 MT,43,Exports_1.xlsx,page_2568_table_1
1869,USA,Meat,1000 MT,46,Exports_1.xlsx,page_2568_table_1
1870,USA,Meat,1000 MT,41,Exports_1.xlsx,page_2568_table_1
1871,USA,Meat,1000 MT,70,Exports_1.xlsx,page_2568_table_1
1872,USA,Meat,1000 MT,150,Exports_1.xlsx,page_2568_table_1
1873,USA,Meat,1000 MT,223,Exports_1.xlsx,page_2568_table_1
1874,USA,Meat,1000 MT,206,Exports_1.xlsx,page_2568_table_1
1875,USA,Meat,1000 MT,161,Exports_1.xlsx,page_2568_table_1
1876,USA,Meat,1000 MT,190,Exports_1.xlsx,page_2568_table_1
1877,USA,Meat,1000 MT,281,Exports_1.xlsx,page_2568_table_1
1878,USA,Meat,1000 MT,344,Exports_1.xlsx,page_2568_table_1
1879,USA,Meat,1000 MT,412,Exports_1.xlsx,page_2568_table_1
1880,USA,Meat,1000 MT,448,Exports_1.xlsx,page_2568_table_1
1881,USA,Meat,1000 MT,456,Exports_1.xlsx,page_2568_table_1
1882,USA,Meat,1000 MT,302,Exports_1.xlsx,page_2568_table_1
1883,USA,Meat,1000 MT,239,Exports_1.xlsx,page_2568_table_1
1884,USA,Meat,1000 MT,279,Exports_1.xlsx,page_2568_table_1
1885,USA,Meat,1000 MT,290,Exports_1.xlsx,page_2568_table_1
1886,USA,Meat,1000 MT,302,Exports_1.xlsx,page_2568_table_1
1887,USA,Meat,1000 MT,284,Exports_1.xlsx,page_2568_table_1
1888,USA,Meat,1000 MT,280,Exports_1.xlsx,page_2568_table_1
1889,USA,Meat,1000 MT,321,Exports_1.xlsx,page_2568_table_1
1890,USA,Meat,1000 MT,473,Exports_1.xlsx,page_2568_table_1
1891,USA,Meat,1000 MT,487,Exports_1.xlsx,page_2568_table_1
1892,USA,Meat,1000 MT,473,Exports_1.xlsx,page_2568_table_1
1893,USA,Meat,1000 MT,395,Exports_1.xlsx,page_2568_table_1
1894,USA,Meat,1000 MT,400,Exports_1.xlsx,page_2568_table_1
1895,USA,Meat,1000 MT,424,Exports_1.xlsx,page_2568_table_1
1896,USA,Meat,1000 MT,446,Exports_1.xlsx,page_2568_table_1
1897,USA,Meat,1000 MT,519,Exports_1.xlsx,page_2568_table_1
1898,USA,Meat,1000 MT,587,Exports_1.xlsx,page_2568_table_1
1899,USA,Meat,1000 MT,602,Exports_1.xlsx,page_2568_table_1
1900,USA,Meat,1000 MT,564,Exports_1.xlsx,page_2568_table_1
1901,USA,Meat,1000 MT,577,Exports_1.xlsx,page_2568_table_1
1902,USA,Meat,1000 MT,519,Exports_1.xlsx,page_2568_table_1
1903,USA,Meat,1000 MT,411,Exports_1.xlsx,page_2568_table_1
1904,USA,Meat,1000 MT,441,Exports_1.xlsx,page_2568_table_1
1905,USA,Meat,1000 MT,428,Exports_1.xlsx,page_2568_table_1
1906,USA,Meat,1000 MT,506,Exports_1.xlsx,page_2568_table_1
1907,USA,Meat,1000 MT,448,Exports_1.xlsx,page_2568_table_1
1908,USA,Meat,1000 MT,385,Exports_1.xlsx,page_2568_table_1
1909,USA,Meat,1000 MT,289,Exports_1.xlsx,page_2568_table_1
1910,USA,Meat,1000 MT,187,Exports_1.xlsx,page_2568_table_1
1911,USA,Meat,1000 MT,242,Exports_1.xlsx,page_2568_table_1
1912,USA,Meat,1000 MT,220,Exports_1.xlsx,page_2568_table_1
1913,USA,Meat,1000 MT,230,Exports_1.xlsx,page_2568_table_1
1851,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1852,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1853,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1854,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1855,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1856,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1857,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1858,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1859,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1860,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1861,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1862,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1863,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1864,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1865,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1866,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1867,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1868,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1869,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1870,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1871,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1872,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1873,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1874,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1875,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1876,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1877,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1878,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1879,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1880,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1881,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1882,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1883,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1884,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1885,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1886,Argentina,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1887,Argentina,Meat,1000 MT,12,Exports_1.xlsx,page_2568_table_1
1888,Argentina,Meat,1000 MT,18,Exports_1.xlsx,page_2568_table_1
1889,Argentina,Meat,1000 MT,17,Exports_1.xlsx,page_2568_table_1
1890,Argentina,Meat,1000 MT,20,Exports_1.xlsx,page_2568_table_1
1891,Argentina,Meat,1000 MT,23,Exports_1.xlsx,page_2568_table_1
1892,Argentina,Meat,1000 MT,25,Exports_1.xlsx,page_2568_table_1
1893,Argentina,Meat,1000 MT,25,Exports_1.xlsx,page_2568_table_1
1894,Argentina,Meat,1000 MT,36,Exports_1.xlsx,page_2568_table_1
1895,Argentina,Meat,1000 MT,43,Exports_1.xlsx,page_2568_table_1
1896,Argentina,Meat,1000 MT,48,Exports_1.xlsx,page_2568_table_1
1897,Argentina,Meat,1000 MT,55,Exports_1.xlsx,page_2568_table_1
1898,Argentina,Meat,1000 MT,66,Exports_1.xlsx,page_2568_table_1
1899,Argentina,Meat,1000 MT,66,Exports_1.xlsx,page_2568_table_1
1900,Argentina,Meat,1000 MT,82,Exports_1.xlsx,page_2568_table_1
1901,Argentina,Meat,1000 MT,109,Exports_1.xlsx,page_2568_table_1
1902,Argentina,Meat,1000 MT,152,Exports_1.xlsx,page_2568_table_1
1903,Argentina,Meat,1000 MT,164,Exports_1.xlsx,page_2568_table_1
1904,Argentina,Meat,1000 MT,189,Exports_1.xlsx,page_2568_table_1
1905,Argentina,Meat,1000 MT,233,Exports_1.xlsx,page_2568_table_1
1906,Argentina,Meat,1000 MT,222,Exports_1.xlsx,page_2568_table_1
1907,Argentina,Meat,1000 MT,210,Exports_1.xlsx,page_2568_table_1
1908,Argentina,Meat,1000 MT,263,Exports_1.xlsx,page_2568_table_1
1909,Argentina,Meat,1000 MT,282,Exports_1.xlsx,page_2568_table_1
1910,Argentina,Meat,1000 MT,340,Exports_1.xlsx,page_2568_table_1
1911,Argentina,Meat,1000 MT,414,Exports_1.xlsx,page_2568_table_1
1912,Argentina,Meat,1000 MT,431,Exports_1.xlsx,page_2568_table_1
1913,Argentina,Meat,1000 MT,425,Exports_1.xlsx,page_2568_table_1
1851,Argentina,Wool,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1852,Argentina,Wool,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1853,Argentina,Wool,1000 MT,7.4,Exports_1.xlsx,page_2568_table_1
1854,Argentina,Wool,1000 MT,8.1,Exports_1.xlsx,page_2568_table_1
1855,Argentina,Wool,1000 MT,9.4,Exports_1.xlsx,page_2568_table_1
1856,Argentina,Wool,1000 MT,12,Exports_1.xlsx,page_2568_table_1
1857,Argentina,Wool,1000 MT,14,Exports_1.xlsx,page_2568_table_1
1858,Argentina,Wool,1000 MT,14,Exports_1.xlsx,page_2568_table_1
1859,Argentina,Wool,1000 MT,18,Exports_1.xlsx,page_2568_table_1
1860,Argentina,Wool,1000 MT,18,Exports_1.xlsx,page_2568_table_1
1861,Argentina,Wool,1000 MT,22,Exports_1.xlsx,page_2568_table_1
1862,Argentina,Wool,1000 MT,24,Exports_1.xlsx,page_2568_table_1
1863,Argentina,Wool,1000 MT,32,Exports_1.xlsx,page_2568_table_1
1864,Argentina,Wool,1000 MT,35,Exports_1.xlsx,page_2568_table_1
1865,Argentina,Wool,1000 MT,47,Exports_1.xlsx,page_2568_table_1
1866,Argentina,Wool,1000 MT,55,Exports_1.xlsx,page_2568_table_1
1867,Argentina,Wool,1000 MT,56,Exports_1.xlsx,page_2568_table_1
1868,Argentina,Wool,1000 MT,65,Exports_1.xlsx,page_2568_table_1
1869,Argentina,Wool,1000 MT,58,Exports_1.xlsx,page_2568_table_1
1870,Argentina,Wool,1000 MT,58,Exports_1.xlsx,page_2568_table_1
1871,Argentina,Wool,1000 MT,57,Exports_1.xlsx,page_2568_table_1
1872,Argentina,Wool,1000 MT,67,Exports_1.xlsx,page_2568_table_1
1873,Argentina,Wool,1000 MT,72,Exports_1.xlsx,page_2568_table_1
1874,Argentina,Wool,1000 MT,69,Exports_1.xlsx,page_2568_table_1
1875,Argentina,Wool,1000 MT,66,Exports_1.xlsx,page_2568_table_1
1876,Argentina,Wool,1000 MT,79,Exports_1.xlsx,page_2568_table_1
1877,Argentina,Wool,1000 MT,84,Exports_1.xlsx,page_2568_table_1
1878,Argentina,Wool,1000 MT,91,Exports_1.xlsx,page_2568_table_1
1879,Argentina,Wool,1000 MT,92,Exports_1.xlsx,page_2568_table_1
1880,Argentina,Wool,1000 MT,98,Exports_1.xlsx,page_2568_table_1
1881,Argentina,Wool,1000 MT,104,Exports_1.xlsx,page_2568_table_1
1882,Argentina,Wool,1000 MT,111,Exports_1.xlsx,page_2568_table_1
1883,Argentina,Wool,1000 MT,118,Exports_1.xlsx,page_2568_table_1
1884,Argentina,Wool,1000 MT,114,Exports_1.xlsx,page_2568_table_1
1885,Argentina,Wool,1000 MT,128,Exports_1.xlsx,page_2568_table_1
1886,Argentina,Wool,1000 MT,132,Exports_1.xlsx,page_2568_table_1
1887,Argentina,Wool,1000 MT,109,Exports_1.xlsx,page_2568_table_1
1888,Argentina,Wool,1000 MT,132,Exports_1.xlsx,page_2568_table_1
1889,Argentina,Wool,1000 MT,142,Exports_1.xlsx,page_2568_table_1
1890,Argentina,Wool,1000 MT,118,Exports_1.xlsx,page_2568_table_1
1891,Argentina,Wool,1000 MT,139,Exports_1.xlsx,page_2568_table_1
1892,Argentina,Wool,1000 MT,155,Exports_1.xlsx,page_2568_table_1
1893,Argentina,Wool,1000 MT,123,Exports_1.xlsx,page_2568_table_1
1894,Argentina,Wool,1000 MT,162,Exports_1.xlsx,page_2568_table_1
1895,Argentina,Wool,1000 MT,206,Exports_1.xlsx,page_2568_table_1
1896,Argentina,Wool,1000 MT,192,Exports_1.xlsx,page_2568_table_1
1897,Argentina,Wool,1000 MT,211,Exports_1.xlsx,page_2568_table_1
1898,Argentina,Wool,1000 MT,228,Exports_1.xlsx,page_2568_table_1
1899,Argentina,Wool,1000 MT,244,Exports_1.xlsx,page_2568_table_1
1900,Argentina,Wool,1000 MT,106,Exports_1.xlsx,page_2568_table_1
1901,Argentina,Wool,1000 MT,235,Exports_1.xlsx,page_2568_table_1
1902,Argentina,Wool,1000 MT,203,Exports_1.xlsx,page_2568_table_1
1903,Argentina,Wool,1000 MT,200,Exports_1.xlsx,page_2568_table_1
1904,Argentina,Wool,1000 MT,176,Exports_1.xlsx,page_2568_table_1
1905,Argentina,Wool,1000 MT,199,Exports_1.xlsx,page_2568_table_1
1906,Argentina,Wool,1000 MT,157,Exports_1.xlsx,page_2568_table_1
1907,Argentina,Wool,1000 MT,162,Exports_1.xlsx,page_2568_table_1
1908,Argentina,Wool,1000 MT,183,Exports_1.xlsx,page_2568_table_1
1909,Argentina,Wool,1000 MT,185,Exports_1.xlsx,page_2568_table_1
1910,Argentina,Wool,1000 MT,159,Exports_1.xlsx,page_2568_table_1
1911,Argentina,Wool,1000 MT,141,Exports_1.xlsx,page_2568_table_1
1912,Argentina,Wool,1000 MT,174,Exports_1.xlsx,page_2568_table_1
1913,Argentina,Wool,1000 MT,131,Exports_1.xlsx,page_2568_table_1
1851,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1852,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1853,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1854,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1855,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1856,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1857,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1858,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1859,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1860,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1861,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1862,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1863,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1864,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1865,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1866,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1867,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1868,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1869,Uruguay,Meat,1000 MT,32,Exports_1.xlsx,page_2568_table_1
1870,Uruguay,Meat,1000 MT,26,Exports_1.xlsx,page_2568_table_1
1871,Uruguay,Meat,1000 MT,26,Exports_1.xlsx,page_2568_table_1
1872,Uruguay,Meat,1000 MT,34,Exports_1.xlsx,page_2568_table_1
1873,Uruguay,Meat,1000 MT,37,Exports_1.xlsx,page_2568_table_1
1874,Uruguay,Meat,1000 MT,36,Exports_1.xlsx,page_2568_table_1
1875,Uruguay,Meat,1000 MT,23,Exports_1.xlsx,page_2568_table_1
1876,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1877,Uruguay,Meat,1000 MT,23,Exports_1.xlsx,page_2568_table_1
1878,Uruguay,Meat,1000 MT,33,Exports_1.xlsx,page_2568_table_1
1879,Uruguay,Meat,1000 MT,23,Exports_1.xlsx,page_2568_table_1
1880,Uruguay,Meat,1000 MT,37,Exports_1.xlsx,page_2568_table_1
1881,Uruguay,Meat,1000 MT,26,Exports_1.xlsx,page_2568_table_1
1882,Uruguay,Meat,1000 MT,26,Exports_1.xlsx,page_2568_table_1
1883,Uruguay,Meat,1000 MT,37,Exports_1.xlsx,page_2568_table_1
1884,Uruguay,Meat,1000 MT,49,Exports_1.xlsx,page_2568_table_1
1885,Uruguay,Meat,1000 MT,36,Exports_1.xlsx,page_2568_table_1
1886,Uruguay,Meat,1000 MT,47,Exports_1.xlsx,page_2568_table_1
1887,Uruguay,Meat,1000 MT,29,Exports_1.xlsx,page_2568_table_1
1888,Uruguay,Meat,1000 MT,39,Exports_1.xlsx,page_2568_table_1
1889,Uruguay,Meat,1000 MT,39,Exports_1.xlsx,page_2568_table_1
1890,Uruguay,Meat,1000 MT,39,Exports_1.xlsx,page_2568_table_1
1891,Uruguay,Meat,1000 MT,NA,Exports_1.xlsx,page_2568_table_1
1892,Uruguay,Meat,1000 MT,40,Exports_1.xlsx,page_2568_table_1
1893,Uruguay,Meat,1000 MT,44,Exports_1.xlsx,page_2568_table_1
1894,Uruguay,Meat,1000 MT,56,Exports_1.xlsx,page_2568_table_1
1895,Uruguay,Meat,1000 MT,56,Exports_1.xlsx,page_2568_table_1
