Year,area,area_code,item,item_code,Element,Value
1962,Netherlands,150,"Roots, Other",2534,Production,0
1999,Chad,39,Groundnut Oil,2572,Stock_variation,-500
1982,Djibouti,72,"Fats, Animals, Raw",2737,Food,115
1965,RoW,999,"Oilseed Cakes, Other",2598,Feed,527
2020,Jamaica,109,Grapes and products (excl wine),2620,Domestic_supply,5000
1974,Botswana,20,"Oilcrops Oil, Other",2586,Food,622.088929219601
2004,Guinea,90,"Oilseed Cakes, Other",2598,Production,0
1968,Mozambique,144,"Beverages, Alcoholic",2658,Domestic_supply,5869
1975,Venezuela,236,Straw,2105,Production,1984408.22086956
2016,Cuba,49,"Sweeteners, Other",2543,Production,420000
1985,France,68,"Fruits, Other",2625,Food,1622605.50764794
2001,Tajikistan,208,Potatoes and products,2531,Food,209337.989918582
2000,Finland,67,Milk - Excluding Butter,2848,Export,679052.5
1978,"China, mainland",41,"Oranges, Mandarines",2611,Food,286950
1970,Sudan,206,Wheat and products,2511,Seed,13680.3996770287
2021,Netherlands,150,"Alcohol, Non-Food",2659,Import,1311000
1971,United Kingdom,229,Rape and Mustardseed,2558,Domestic_supply,76785
2013,Angola,7,Sisal,2665,Domestic_supply,652
2009,Suriname,207,"Fats, Animals, Raw",2737,Processing,0
2002,Sudan,276,Straw,2105,Food,0
1964,Congo,46,Molasses,2544,Domestic_supply,12640
2008,Belize,23,"Meat, Other",2735,Food,1
1968,Mali,133,"Pulses, Other and products",2549,Stock_variation,225
2021,Chad,39,Crustaceans,2765,Food,10
1991,Dominica,55,"Fats, Animals, Raw",2737,Seed,0
1994,Uzbekistan,235,Millet and products,2517,Processing,0
1982,Morocco,143,"Oilseed Cakes, Other",2598,Import,18
1970,South Africa,202,Apples and products,2617,Seed,0
1983,USSR,228,Dates,2619,Food,2111.5
1962,Portugal,174,"Hard Fibres, Other",2667,Stock_variation,-178
2006,Romania,183,Rape and Mustardseed,2558,Import,5179
2015,Botswana,20,Copra Cake,2596,Processing,0
2005,Sweden,210,Honey,2745,Production,3506
1977,Niger,158,Cottonseed Oil,2575,Food,0
1964,Finland,67,Sunflower seed,2557,Processing,35
2010,Mexico,138,Tea (including mate),2635,Stock_variation,0
1973,Brunei Darussalam,26,Pelagic Fish,2763,Seed,0
2014,Belarus,57,Poultry Meat,2734,Export,115297.92746114
1987,Costa Rica,48,Sesame seed,2561,Import,1.5
1975,Switzerland,211,"Oilseed Cakes, Other",2598,Feed,5326
2005,Fiji,66,Cottonseed Oil,2575,Seed,0
1997,Thailand,216,Bananas,2615,Production,1700000
2015,Solomon Islands,25,Nuts and products,2551,Production,322.76
2004,Saint Kitts and Nevis,188,"Sweeteners, Other",2543,Export,89.5
1967,Barbados,14,Dates,2619,Other_uses,0
2016,Japan,110,Rape and Mustard Cake,2593,Other_uses,0
1971,Saudi Arabia,194,Demersal Fish,2762,Export,0
1988,Malaysia,131,Palm kernels,2562,Stock_variation,-356
1993,Burkina Faso,233,Cotton lint,2661,Export,60000
2004,Croatia,98,Fodder legumes,2001,Processing,0
1985,France,68,Palmkernel Oil,2576,Export,871.5
2001,Romania,183,Pineapples and products,2618,Domestic_supply,4924.5
1974,Honduras,95,Tea (including mate),2635,Feed,0
1988,Bahamas,12,Crustaceans,2765,Production,5043
1962,Romania,183,Peas,2547,Production,136100
2021,Kenya,114,DDGS Barley,2102,Production,5600
1974,Honduras,95,Palmkernel Cake,2595,Seed,0
1980,Sri Lanka,38,Hides and skins,2748,Seed,0
1995,Uruguay,234,Grapes and products (excl wine),2620,Domestic_supply,114170.5
1962,Malawi,130,Bananas,2615,Other_uses,0
1990,Lebanon,121,Milk - Excluding Butter,2848,Import,169752.5
1976,Uganda,226,Tea (including mate),2635,Domestic_supply,2125
1966,Samoa,244,Copra Cake,2596,Stock_variation,0
1989,Ivory Coast,107,"Roots, Other",2534,Domestic_supply,87986
1981,Philippines,171,"Marine Fish, Other",2764,Food,3230
2014,Zambia,251,"Beverages, Alcoholic",2658,Seed,0
1970,Japan,110,Bananas,2615,Import,843945.5
2003,Hungary,97,Aquatic Plants,2775,Domestic_supply,14.5
2019,France,68,Tobacco,2671,Production,5320
1988,Iran,102,Olive Oil,2580,Food,963.5
1974,Benin,53,"Fruits, Other",2625,Export,77
1962,"China, mainland",41,Pineapples and products,2618,Processing,0
1988,Italy,106,Grapes and products (excl wine),2620,Stock_variation,-2534
2011,Malawi,130,Onions,2602,Seed,0
1969,Chile,40,Coffee and products,2630,Other_uses,0
1972,Peru,170,"Sweeteners, Other",2543,Export,0
1996,Netherlands Antilles,151,Barley and products,2513,Stock_variation,0
1972,Lao,120,"Offals, Edible",2736,Import,1.5
1987,"China, mainland",41,Sunflowerseed Cake,2592,Food,0
2001,Guinea,90,Tobacco,2671,Seed,0
2021,Turkmenistan,213,Mutton & Goat Meat,2732,Stock_variation,-11352.26
2021,India,100,"Fats, Animals, Raw",2737,Domestic_supply,270000
1986,Greece,84,Freshwater Fish,2761,Other_uses,0
1981,Madagascar,129,Pigmeat,2733,Stock_variation,239
1992,Mozambique,144,DDGS Barley,2102,Feed,1079.96
1961,"China, Hong Kong SAR",96,"Fats, Animals, Raw",2737,Food,18190.5
1992,Ireland,104,Sunflower seed,2557,Import,82
2002,Netherlands,150,Eggs,2744,Import,75854
2001,El Salvador,60,"Oilseed Cakes, Other",2598,Food,0
1995,Lao,120,Cottonseed Oil,2575,Seed,0
2015,Algeria,4,Wheat and products,2511,Processing,0
2004,Brunei Darussalam,26,Pigmeat,2733,Food,2082
2015,Bulgaria,27,Aquatic Plants,2775,Export,10
1968,Germany,79,Soyabeans,2555,Processing,1488184.00874127
1982,Burundi,29,Sugar (Raw Equivalent),2542,Food,844.207619382375
1981,Australia,10,Freshwater Fish,2761,Food,14842
1978,Norway,162,Sisal,2665,Food,0
1971,South Africa,202,Palm Oil,2577,Stock_variation,0
1996,Turkey,223,Groundnuts,2552,Food,75393.9486930761
1999,Mozambique,144,DDGS Barley,2102,Domestic_supply,3420.06
1994,Bulgaria,27,Oats,2516,Production,84748
2006,Germany,79,"Oilseed Cakes, Other",2598,Processing,0
1968,Malta,134,"Fruits, Other",2625,Feed,0
1985,Bahrain,13,Fodder cereal and grasses,2000,Production,22619
1965,Albania,3,"Vegetables, Other",2605,Production,149920
2009,Finland,67,Freshwater Fish,2761,Domestic_supply,86151.5
1987,Czechoslovakia,51,"Beverages, Fermented",2657,Export,0
2004,United Arab Emirates,225,Onions,2602,Production,0
2019,Iran,102,Bananas,2615,Domestic_supply,289000
2001,Indonesia,101,Groundnut Oil,2572,Feed,0
1994,Tunisia,222,Apples and products,2617,Feed,0
2003,Sierra Leone,197,Palmkernel Oil,2576,Stock_variation,0
2016,Pakistan,165,Hides and skins,2748,Food,0
2014,Latvia,119,Beans,2546,Domestic_supply,24000
2020,Jordan,112,Coconut Oil,2578,Processing,0
2016,Sweden,210,Eggs,2744,Export,15000
2006,Thailand,216,Coconuts - Incl Copra,2560,Other_uses,2059.38402419936
1976,India,100,"Beverages, Alcoholic",2658,Stock_variation,-500
2008,Bosnia and Herzegovina,80,Rape and Mustardseed,2558,Food,241.787855196575
2002,Guatemala,89,Tobacco,2671,Stock_variation,-2014.29
2008,Azerbaijan,52,Dates,2619,Stock_variation,0
1971,Guinea,90,Eggs,2744,Export,0
1993,Finland,67,Barley and products,2513,Processing,160072.635924245
2019,Israel,105,"Beverages, Fermented",2657,Production,2000
2009,Puerto Rico,177,Eggs,2744,Production,13770.52
1967,Portugal,174,Pigmeat,2733,Stock_variation,-499.999999999985
1970,Cameroon,32,Tomatoes and products,2601,Stock_variation,0
2001,Canada,33,"Meat, Other",2735,Other_uses,0
1972,Nepal,149,Rice and products,2807,Food,1629027.78015626
1965,Zimbabwe,181,Straw,2105,Seed,0
2002,Zambia,251,Wool (Clean Eq.),2746,Feed,0
2017,Mexico,138,Sesameseed Cake,2597,Export,0
1979,Sudan,206,Palmkernel Oil,2576,Feed,0
1986,Gambia,75,Cottonseed,2559,Food,0
2015,Belgium,255,Pelagic Fish,2763,Food,50650
1988,Viet Nam,237,Groundnuts,2552,Stock_variation,0
1996,Ireland,104,Aquatic Plants,2775,Production,33180
2005,Sudan,206,Sugar (Raw Equivalent),2542,Stock_variation,0
1967,Belgium-Luxembourg,15,Molasses,2544,Export,6397
2019,El Salvador,60,"Offals, Edible",2736,Seed,0
1996,Guatemala,89,Aquatic Plants,2775,Other_uses,2
1966,Togo,217,Other crop residues,2106,Domestic_supply,567964.653672849
1987,Nicaragua,157,Cottonseed Oil,2575,Stock_variation,-500
2014,Rwanda,184,Palmkernel Cake,2595,Export,0
1992,Nicaragua,157,Poultry Meat,2734,Import,4866
2021,Colombia,44,Nuts and products,2551,Food,23000
1978,Poland,173,Oats,2516,Import,126001
2009,Croatia,98,Rye and products,2515,Processing,0
2011,Latvia,119,Rye and products,2515,Export,31886.3333333333
1986,Ecuador,58,Cottonseed Oil,2575,Stock_variation,0
1984,South Africa,202,"Lemons, Limes and products",2612,Stock_variation,-49
1977,Costa Rica,48,Cassava and products,2532,Feed,0
2011,Lithuania,126,Temporary grassland,3002,Domestic_supply,22674648.3195086
2016,New Zealand,156,Bananas,2615,Export,0
1988,Zambia,251,Other crop residues,2106,Domestic_supply,1234627.39288133
1977,Timor-Leste,176,Coconut Oil,2578,Stock_variation,0
1976,Japan,110,"Fish, Body Oil",2781,Domestic_supply,63011.5
1982,Israel,105,"Offals, Edible",2736,Other_uses,0
2009,Mali,133,"Offals, Edible",2736,Processing,0
1988,Hungary,97,Pepper,2640,Food,1179
2014,Nepal,149,Coconuts - Incl Copra,2560,Export,0
2001,Poland,173,"Hard Fibres, Other",2667,Import,1585
2013,Mauritania,136,"Beverages, Alcoholic",2658,Production,0
2013,Congo,46,Sisal,2665,Food,0
1973,Austria,11,Apples and products,2617,Export,28212.5
1986,Suriname,207,"Roots, Other",2534,Processing,0
2002,Morocco,143,Pigmeat,2733,Domestic_supply,840
2002,Bulgaria,27,Pigmeat,2733,Feed,0
2020,Zambia,251,"Oranges, Mandarines",2611,Domestic_supply,9000
1997,Ivory Coast,107,Bovine Meat,2731,Production,35000
1985,Togo,217,Demersal Fish,2762,Domestic_supply,127.5
2014,Estonia,63,Maize Germ Oil,2582,Feed,0
2000,Switzerland,211,Coconuts - Incl Copra,2560,Domestic_supply,5023.5
1979,Jamaica,109,Grapefruit and products,2613,Other_uses,0
2008,Kiribati,83,"Spices, Other",2645,Import,1
2008,Rwanda,184,"Beverages, Alcoholic",2658,Processing,0
2011,Australia,10,Pineapples and products,2618,Export,2000
1983,Ireland,104,Milk - Excluding Butter,2848,Food,958873.882717083
2001,Latvia,119,Cloves,2642,Domestic_supply,1.5
2003,Ivory Coast,107,Millet and products,2517,Food,29326.3617862083
2000,Indonesia,101,Cassava and products,2532,Food,10229774.1118056
1968,Botswana,20,"Beverages, Fermented",2657,Import,0
1999,Peru,170,"Alcohol, Non-Food",2659,Import,6751
2020,Central African Republic,37,"Offals, Edible",2736,Food,18000
1990,Suriname,207,Cassava and products,2532,Domestic_supply,2159.5
2003,India,100,Sisal,2665,Feed,0
2011,Ukraine,230,"Roots, Other",2534,Export,0
1995,Saint Kitts and Nevis,188,Cotton lint,2661,Processing,0
1979,Madagascar,129,Potatoes and products,2531,Domestic_supply,182974
1991,Botswana,20,Onions,2602,Seed,0
1993,Mexico,138,Fodder mix,2003,Production,130560
1973,Nepal,149,Straw,2105,Feed,6803586.45266066
1967,Egypt,59,Apples and products,2617,Stock_variation,0
1997,Mozambique,144,Coffee and products,2630,Processing,0
1962,"China, mainland",41,"Roots, Other",2534,Domestic_supply,730000
1974,Chile,40,Oats,2516,Production,149900
1992,Belarus,57,Sugar beet,2537,Feed,24333.1436160121
2003,Morocco,143,Grapefruit and products,2613,Domestic_supply,1946.5
1966,Ivory Coast,107,Cottonseed Cake,2594,Seed,0
2009,Moldova,146,"Oranges, Mandarines",2611,Domestic_supply,11112.5
2012,Georgia,73,Rice and products,2807,Production,0
1963,Hungary,97,"Marine Fish, Other",2764,Feed,0
2019,Lao,120,Cephalopods,2766,Stock_variation,0
1992,Saudi Arabia,194,Groundnuts,2552,Feed,0
1964,Senegal,195,Apples and products,2617,Stock_variation,0
2009,Guatemala,89,"Oilcrops, Other",2570,Other_uses,151
2019,Sierra Leone,197,Sugar (Raw Equivalent),2542,Export,0
2013,Kuwait,118,Sesame seed,2561,Processing,0
2009,Haiti,93,Grapefruit and products,2613,Other_uses,0
1976,Libya,124,Wool (Clean Eq.),2746,Processing,0
2007,Mexico,138,Beer,2656,Seed,0
1998,Slovakia,199,Barley and products,2513,Production,874953
1979,Malta,134,"Cereals, Other",2520,Processing,0
1988,Hungary,97,Wine,2655,Other_uses,0
2001,Cuba,49,"Fruits, Other",2625,Stock_variation,91
1998,Moldova,146,Beer,2656,Stock_variation,0
1993,Brunei Darussalam,26,Pineapples and products,2618,Domestic_supply,1074
1973,Congo,46,Straw,2105,Other_uses,0
2013,Niger,158,Peas,2547,Food,1000
2014,Czech Republic,167,"Sweeteners, Other",2543,Other_uses,81455.1971326165
2014,Spain,203,Sunflowerseed Cake,2592,Export,92696
1983,Zimbabwe,181,Bananas,2615,Export,1
1973,Yemen,249,"Sweeteners, Other",2543,Export,0
1994,Congo,46,Millet and products,2517,Production,0
2006,Guatemala,89,"Pulses, Other and products",2549,Import,160.5
1962,Chile,40,"Beverages, Alcoholic",2658,Feed,0
2000,Tunisia,222,Sugar beet,2537,Food,0
2004,Israel,105,Tobacco,2671,Processing,0
1975,Kuwait,118,Maize and products,2514,Export,0.5
2020,Madagascar,129,Wine,2655,Seed,0
1999,Cameroon,32,Tobacco,2671,Export,118
1965,French Polynesia,70,"Spices, Other",2645,Food,4.5
1986,Peru,170,"Beverages, Fermented",2657,Import,11
1982,Italy,106,Cotton lint,2661,Feed,0
1961,Portugal,174,Beer,2656,Feed,0
2015,Iran,102,Cocoa Beans and products,2633,Production,0
2002,Netherlands Antilles,151,"Aquatic Animals, Others",2769,Production,0
2015,Belgium,255,"Hard Fibres, Other",2667,Stock_variation,0
1971,Uganda,226,Cottonseed,2559,Processing,139650.12802631
1971,Niger,158,Dates,2619,Export,0
1997,Mexico,138,Tomatoes and products,2601,Production,2320580
1997,Mauritius,137,"Fruits, Other",2625,Food,9952.5
1995,South Africa,202,Sunflowerseed Oil,2573,Export,12189
2016,Somalia,201,Miscellaneous,2899,Export,0
1993,Puerto Rico,177,Bananas,2615,Feed,666.976260548116
2000,Sierra Leone,197,Beans,2546,Other_uses,0
2015,Peru,170,"Alcohol, Non-Food",2659,Domestic_supply,57000
1976,Sweden,210,Soyabean Oil,2571,Stock_variation,15750.5
2009,Armenia,1,Other crop residues,2106,Export,0
2013,India,100,Palmkernel Cake,2595,Import,3034
2019,Ivory Coast,107,Pelagic Fish,2763,Other_uses,0
1967,United Kingdom,229,Jute,2662,Feed,0
1996,Ivory Coast,107,Beer,2656,Seed,0
1970,Central African Republic,37,Millet and products,2517,Other_uses,0
2021,Norway,162,Wool (Clean Eq.),2746,Domestic_supply,661.27
1975,Viet Nam,237,Poultry Meat,2734,Other_uses,0
1999,Turkmenistan,213,Pigmeat,2733,Production,700
2015,Timor-Leste,176,Groundnuts,2552,Production,4213.68
1983,Nepal,149,Freshwater Fish,2761,Stock_variation,0
2008,Estonia,63,"Fish, Body Oil",2781,Stock_variation,0
2018,Thailand,216,Rape and Mustard Cake,2593,Feed,405502
1979,Solomon Islands,25,Eggs,2744,Export,0
2007,Guinea-Bissau,175,Tea (including mate),2635,Production,0
1997,Colombia,44,"Hard Fibres, Other",2667,Seed,0
1975,Morocco,143,"Fruits, Other",2625,Processing,0
1992,Denmark,54,Fodder cereal and grasses,2000,Import,0
1985,Japan,110,Sesameseed Cake,2597,Import,0
1989,Pakistan,165,Seed cotton,328,Feed,0
1996,United States of America,231,Firewood,2107,Stock_variation,0
1992,"China, Macao SAR",128,Coffee and products,2630,Export,153
1991,Italy,106,Tea (including mate),2635,Other_uses,0
1974,Lebanon,121,Sugar (Raw Equivalent),2542,Feed,0
2014,Denmark,54,Cocoa Beans and products,2633,Seed,0
2019,Austria,11,"Citrus, Other",2614,Import,11000
1974,Iceland,99,Tomatoes and products,2601,Other_uses,0
1996,Zimbabwe,181,Bovine Meat,2731,Stock_variation,487024.52
1968,Poland,173,"Oilcrops, Other",2570,Seed,5040.73672858526
2013,Portugal,174,Aquatic Plants,2775,Import,1000
1980,Guinea-Bissau,175,Seed cotton,328,Export,0
1988,Sierra Leone,197,"Oil, palm fruit",254,Stock_variation,0
1998,Spain,203,DDGS Barley,2102,Export,0
1975,Norway,162,Poultry Meat,2734,Domestic_supply,8861.5
2003,Nigeria,159,Pineapples and products,2618,Export,15
1961,South Korea,117,"Butter, Ghee",2740,Food,9
2008,Luxembourg,256,Cephalopods,2766,Export,2
1972,Germany,79,Straw,2105,Feed,31020194.5656541
2001,Pakistan,165,Peas,2547,Feed,0
1994,Kenya,114,"Lemons, Limes and products",2612,Import,3
1985,Malta,134,Pimento,2641,Export,0
2010,Honduras,95,Soyabean Cake,2590,Domestic_supply,166286
1997,Brunei Darussalam,26,Peas,2547,Other_uses,0
2017,Niger,158,Rice and products,2807,Seed,1143.29738058552
1982,Malta,134,Olives (including preserved),2563,Import,160.5
2021,Canada,33,"Fats, Animals, Raw",2737,Import,244000
1990,Sri Lanka,38,"Oranges, Mandarines",2611,Other_uses,0
1970,Sri Lanka,38,Coconut Oil,2578,Export,57937.5
1975,France,68,Sugar (Raw Equivalent),2542,Seed,0
1991,Venezuela,236,Grapefruit and products,2613,Domestic_supply,7965.5
2018,Greece,84,"Roots, Other",2534,Other_uses,0
2014,Spain,203,Soyabeans,2555,Other_uses,0
2006,Chile,40,Bananas,2615,Production,0
1997,Tunisia,222,Onions,2602,Food,131000
2013,Guinea-Bissau,175,"Offals, Edible",2736,Import,0
1977,United States of America,231,Rubber,2672,Feed,0
2017,Viet Nam,237,Potatoes and products,2531,Stock_variation,15674.6
1996,New Zealand,156,"Pulses, Other and products",2549,Seed,13
2009,Iceland,99,Palmkernel Oil,2576,Processing,0
1987,El Salvador,60,Tea (including mate),2635,Stock_variation,0
1970,French Polynesia,70,"Citrus, Other",2614,Feed,0
1986,USSR,228,Sunflowerseed Oil,2573,Feed,0
1994,Cambodia,115,Groundnut Oil,2572,Other_uses,0
2007,Nepal,149,Maize and products,2514,Feed,462363.089779803
2005,Namibia,147,"Oilcrops, Other",2570,Other_uses,0
1998,Malta,134,Cottonseed Cake,2594,Export,0
1964,Namibia,147,Straw,2105,Food,0
1968,Rwanda,184,"Vegetables, Other",2605,Production,116482.89183223
2000,Germany,79,Bananas,2615,Seed,0
2011,United States of America,231,Wine,2655,Feed,0
1976,Poland,173,Apples and products,2617,Export,54126
1966,Finland,67,"Spices, Other",2645,Seed,0
1982,Viet Nam,237,Freshwater Fish,2761,Import,0
2021,Algeria,4,Soyabean Oil,2571,Export,56000
2009,Armenia,1,Coconuts - Incl Copra,2560,Seed,0
2011,Canada,33,Rubber,2672,Domestic_supply,143713
2008,Cabo Verde,35,"Fruits, Other",2625,Stock_variation,-4924.19
1994,Pakistan,165,Soy hulls,2103,Seed,0
1995,Hungary,97,Crustaceans,2765,Production,0
1987,Myanmar,28,"Fats, Animals, Raw",2737,Stock_variation,-4815.58255801872
1989,Bahamas,12,"Aquatic Animals, Others",2769,Export,0
1988,Nepal,149,Wool (Clean Eq.),2746,Processing,0
2020,India,100,"Pulses, Other and products",2549,Export,338000
1966,Poland,173,Sesameseed Oil,2579,Domestic_supply,1208
1961,Vanuatu,155,"Vegetables, Other",2605,Export,0
1987,Israel,105,Nuts and products,2551,Feed,0
1989,Finland,67,Sunflowerseed Cake,2592,Domestic_supply,3650
2013,Romania,183,Aquatic Plants,2775,Export,76.6666666666667
1975,South Korea,117,Sisal,2665,Production,0
1985,New Zealand,156,Copra Cake,2596,Export,0
2007,Angola,7,Demersal Fish,2762,Food,127167.5
1992,Nepal,149,Sesame seed,2561,Processing,0
1995,New Zealand,156,Pigmeat,2733,Other_uses,0
1997,Lao,120,Soy hulls,2103,Seed,0
1988,Venezuela,236,"Beverages, Alcoholic",2658,Seed,0
2012,Ukraine,230,Sorghum and products,2518,Production,208500
1963,Uruguay,234,Peas,2547,Domestic_supply,1063
1978,United States of America,231,Firewood,2107,Domestic_supply,8467662.46261723
1974,Paraguay,169,Sugar cane,2536,Production,1203000
2001,Czech Republic,167,"Oilcrops Oil, Other",2586,Other_uses,23890.5
1995,Guatemala,89,Pigmeat,2733,Export,753
1976,Bulgaria,27,Fodder vegetables and roots,2002,Processing,0
2015,Netherlands,150,Sesameseed Cake,2597,Other_uses,0
1979,Niger,158,Hides and skins,2748,Feed,0
2007,France,68,Rye and products,2515,Other_uses,0
1989,Australia,10,Other crop residues,2106,Processing,0
2021,Poland,173,Wool (Clean Eq.),2746,Import,2921.04
2008,Switzerland,211,Fodder mix,2003,Domestic_supply,5700000
1993,Mexico,138,Millet and products,2517,Domestic_supply,1218
1999,Trinidad and Tobago,220,Barley and products,2513,Food,1145
1979,Turkey,223,Olives (including preserved),2563,Production,430000
2003,Iraq,103,Sunflower seed,2557,Import,0
1983,Hungary,97,Potatoes and products,2531,Seed,270881.593788194
2021,Italy,106,Temporary grassland,3002,Feed,55232956.545179
1964,Romania,183,Dates,2619,Other_uses,0
1962,Greece,84,Cephalopods,2766,Domestic_supply,10778
1970,Trinidad and Tobago,220,Olive Oil,2580,Food,49
1983,Malaysia,131,Pineapples and products,2618,Seed,0
2010,Rwanda,184,Pineapples and products,2618,Import,30.3333333333333
1976,Jordan,112,"Citrus, Other",2614,Export,0
1997,Brunei Darussalam,26,Potatoes and products,2531,Seed,0
1994,Ivory Coast,107,Groundnut Oil,2572,Seed,0
1962,Malawi,130,"Sweeteners, Other",2543,Feed,0
2002,Ghana,81,Millet and products,2517,Processing,15805.4866944558
1965,Sweden,210,Maize Germ Oil,2582,Export,1
1963,Malta,134,Beans,2546,Other_uses,12.5
1978,Greece,84,DDGS Barley,2102,Other_uses,0
2007,Uganda,226,"Vegetables, Other",2605,Seed,0
1976,Guinea,90,Coconut Oil,2578,Import,0
1992,Finland,67,Olive Oil,2580,Feed,0
1984,Switzerland,211,"Alcohol, Non-Food",2659,Production,0
